Name complex,Geo,State of house,Rooms amount,"Squares,м²",Metro,"Time to metro,мин.","Price,₽",Data
ЖК «Аэросити 4»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Жилой Аэросити 4 квартал",Новостройка,1-комн. квартира,"43,38 ",Купчино,7 ,6 029 820 ,11.10
ЖК «Аэросити 2»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, просп. Старорусский, 9",Новостройка,1-комн. квартира,"34,4 ",Купчино,10 ,6 020 000 ,10.10
ЖК «Полис Приморский»,"Санкт-Петербург, р-н Приморский, Юнтолово, просп. Авиаконструкторов, 63",Новостройка,Студия,"24,15 ",Комендантский проспект,8 ,6 003 888 ,29.09
ЖК «Friends (Френдс)»,"Санкт-Петербург, р-н Приморский, Коломяги, Френдс жилой комплекс",Новостройка,Студия,"24,95 ",Проспект Просвещения,5 ,6 095 193 ,15.10
ЖК «Veren Next Шуваловский (Верен Некст Шуваловский)»,"Санкт-Петербург, р-н Приморский, Коломяги, Парашютная ул., 79к1",Новостройка,Студия,"25,5 ",Комендантский проспект,8 ,6 087 237 ,15.10
ЖК «YE'S Leader»,"Санкт-Петербург, р-н Московский, Новоизмайловское",Новостройка Апартаменты,Апартаменты-студия,"23,66 ",Московская,12 ,6 056 960 ,09.10
ЖК «FoRest Аквилон (Форест Аквилон)»,"Санкт-Петербург, р-н Приморский, Юнтолово, Планерная ул., 87к1",Новостройка,Студия,"29,26 ",Комендантский проспект,8 ,6 058 137 ,11.10
ЖК «ЛСР. Большая Охта»,"Санкт-Петербург, р-н Красногвардейский, Большая Охта, Партизанская ул.",Новостройка,Студия,"23,1 ",Ладожская,5 ,6 066 060 ,13.10
ЖК «Univer City. Город возможностей»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Детскосельский территория, ш. Колпинское, 127",Новостройка,1-комн. квартира,"32,65 ",Шушары,17 ,6 050 045 ,14.10
ЖК «ЮгТаун. Олимпийские кварталы»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, ЮгТаун жилой комплекс",Новостройка,1-комн. квартира,"38,42 ",Звездная,14 ,6 084 582 ,13.10
ЖК «Аквилон All In 3.0»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары",Новостройка,1-комн. квартира,"38,51 ",Купчино,3 ,6 068 516 ,11.10
ЖК «Образцовый квартал 7»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Пулковское территория, ул. Образцовая, 8к1",Новостройка,1-комн. квартира,"42,6 ",Купчино,16 ,6 074 487 ,10.10
ЖК «Аэросити Family (Аэросити Фэмили)»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, просп. Старорусский, 3к3",Новостройка,1-комн. квартира,"36,37 ",Купчино,7 ,6 055 605 ,10.10
ЖК «GloraX Парголово (Глоракс Парголово)»,"Санкт-Петербург, р-н Выборгский, мкр. Парголово, Пригородный территория",Новостройка,1-комн. квартира,"37,87 ",Парнас,13 ,6 079 999 ,01.10
ЖК «Аквилон ZALIVE (Аквилон ЗАЛИВ)»,"Санкт-Петербург, р-н Василеостровский, Гавань, Аквилон Залив жилой комплекс",Новостройка,Студия,"24,4 ",Приморская,15 ,6 149 065 ,13.10
ЖК «Живи! в Рыбацком»,"Санкт-Петербург, р-н Невский, Рыбацкое, Усть-Славянка территория, ул. Славянская, 8",Новостройка,Студия,"23,39 ",Рыбацкое,5 ,6 138 135 ,15.10
ЖК «Курортный Квартал»,"Санкт-Петербург, р-н Курортный, мкр. Песочный, Курортный квартал жилой комплекс",Новостройка,Студия,"30,15 ",Проспект Просвещения,18 ,6 117 609 ,15.10
ЖК «Veren Next Шуваловский (Верен Некст Шуваловский)»,"Санкт-Петербург, р-н Приморский, Коломяги, Парашютная ул., 79к1",Новостройка,Студия,"27,2 ",Комендантский проспект,6 ,6 126 981 ,15.10
ЖК «Chkalov (Чкалов)»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Чкалов жилой комплекс",Новостройка,1-комн. квартира,"33,54 ",Купчино,9 ,6 115 425 ,05.10
ЖК «Курортный Квартал»,"Санкт-Петербург, р-н Курортный, мкр. Песочный, Курортный квартал жилой комплекс",Новостройка,Студия,"30,15 ",Проспект Просвещения,18 ,6 117 609 ,15.10
ЖК «Veren Next Шуваловский (Верен Некст Шуваловский)»,"Санкт-Петербург, р-н Приморский, Коломяги, Парашютная ул., 79к1",Новостройка,Студия,"27,2 ",Комендантский проспект,6 ,6 126 981 ,15.10
ЖК «Chkalov (Чкалов)»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Чкалов жилой комплекс",Новостройка,1-комн. квартира,"33,54 ",Купчино,9 ,6 115 425 ,05.10
ЖК «ЦДС Приневский»,"Санкт-Петербург, р-н Невский, Народный, ул. Русановская, 18к8",Новостройка,1-комн. квартира,"29,7 ",Пролетарская,10 ,6 149 726 ,15.10
ЖК «ЮгТаун. Олимпийские кварталы»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, ЮгТаун жилой комплекс",Новостройка,1-комн. квартира,"38,8 ",Звездная,14 ,6 130 380 ,13.10
ЖК «Пулковский дом»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, ул. Соколиная",Новостройка,1-комн. квартира,"31,1 ",Купчино,20 ,6 123 562 ,10.10
ЖК «Вольта»,"Санкт-Петербург, р-н Красногвардейский, Малая Охта, просп. Энергетиков, 6к2",Новостройка Апартаменты,Апартаменты-студия,"32,16 ",Ладожская,9 ,6 113 358 ,13.10
ЖК «ПАРК-КВАРТАЛ Юнтолово»,"Санкт-Петербург, р-н Приморский, Лахта-Ольгино, просп. Юнтоловский",Новостройка,1-комн. квартира,"34,41 ",Беговая,13 ,6 135 303 ,14.10
ЖК «ЦДС Приневский»,"Санкт-Петербург, р-н Невский, Народный, ул. Русановская, 18к6",Новостройка,1-комн. квартира,"30,6 ",Пролетарская,10 ,6 107 179 ,14.10
ЖК «Образцовый квартал 7»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Пулковское территория, ул. Образцовая, 8к2",Новостройка,1-комн. квартира,"42,5 ",Купчино,16 ,6 111 745 ,10.10
ЖК «Образцовый квартал 10»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Пулковское территория, ул. Кокколевская, 16к1",Новостройка,1-комн. квартира,"41,8 ",Шушары,13 ,6 141 280 ,10.10
ЖК «Образцовый квартал 12»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Пулковское территория, ул. Образцовая, 4",Новостройка,1-комн. квартира,"41,74 ",Купчино,16 ,6 141 555 ,10.10
ЖК «Образцовый квартал 10»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Пулковское территория, ул. Кокколевская, 16к1",Новостройка,1-комн. квартира,"40,6 ",Шушары,13 ,6 107 871 ,10.10
ЖК «Морская набережная»,"Санкт-Петербург, р-н Василеостровский, Гавань, Морская Набережная жилой комплекс, 12",Новостройка,Студия,"23,69 ",Горный институт,6 ,6 147 555 ,05.10
ЖК «IN2IT (Апартаменты Интуит)»,"Санкт-Петербург, р-н Московский, Гагаринское, Витебский просп., 99к1",Новостройка Апартаменты,Апартаменты-студия,"22,19 ",Купчино,3 ,6 141 519 ,09.10
ЖК «Курортный Квартал»,"Санкт-Петербург, р-н Курортный, мкр. Песочный, Курортный квартал жилой комплекс",Новостройка,1-комн. квартира,"35,5 ",Парнас,22 ,6 192 993 ,15.10
ЖК «ЦДС Приневский»,"Санкт-Петербург, р-н Невский, Народный, ул. Русановская, 18к6",Новостройка,1-комн. квартира,"29,3 ",Пролетарская,10 ,6 173 906 ,15.10
ЖК «Аквилон ZALIVE (Аквилон ЗАЛИВ)»,"Санкт-Петербург, р-н Василеостровский, Гавань, Аквилон Залив жилой комплекс",Новостройка,Студия,"23,4 ",Приморская,15 ,6 162 763 ,11.10
ЖК «Pulse Premier (Пульс Премьер)»,"Санкт-Петербург, р-н Невский, Невский, Пульс Премьер жилой комплекс",Новостройка,Студия,"24,73 ",Проспект Большевиков,6 ,6 150 177 ,13.10
ЖК «Univer City. Город возможностей»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Универ Сити жилой комплекс",Новостройка,1-комн. квартира,"33,8 ",Шушары,18 ,6 150 231 ,14.10
ЖК «Цветной Город»,"Санкт-Петербург, р-н Красногвардейский, Полюстрово, ул. Чарушинская, 24к1",Новостройка,2-комн. квартира,"38,7 ",Академическая,17 ,6 180 390 ,14.10
ЖК «ПАРК-КВАРТАЛ Юнтолово»,"Санкт-Петербург, р-н Приморский, Лахта-Ольгино, просп. Юнтоловский",Новостройка,1-комн. квартира,"34,53 ",Беговая,13 ,6 187 776 ,14.10
ЖК «Вольта»,"Санкт-Петербург, р-н Красногвардейский, Малая Охта, просп. Энергетиков, 6к2",Новостройка Апартаменты,Апартаменты-студия,"32,6 ",Ладожская,9 ,6 166 681 ,13.10
ЖК «GloraX Парголово (Глоракс Парголово)»,"Санкт-Петербург, р-н Выборгский, мкр. Парголово, Пригородный территория",Новостройка,1-комн. квартира,"35,22 ",Парнас,13 ,6 159 999 ,12.10
ЖК «Магеллан (Гавань Капитанов)»,"Санкт-Петербург, р-н Василеостровский, Гавань, ул. Вадима Шефнера, 4",Новостройка,Студия,"24,2 ",Приморская,6 ,6 171 000 ,12.10
ЖК «Аэросити 4»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Жилой Аэросити 4 квартал",Новостройка,1-комн. квартира,"43,97 ",Купчино,7 ,6 199 770 ,11.10
ЖК «Образцовый квартал 8»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Пулковское территория, ул. Образцовая, 6к1",Новостройка,1-комн. квартира,"43,2 ",Купчино,16 ,6 151 869 ,10.10
ЖК «Образцовый квартал 8»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Пулковское территория, ул. Образцовая, 6к2",Новостройка,1-комн. квартира,"42,7 ",Купчино,16 ,6 151 869 ,10.10
ЖК «Курортный Квартал»,"Санкт-Петербург, р-н Курортный, мкр. Песочный, Курортный квартал жилой комплекс",Новостройка,2-комн. квартира,"34,67 ",Проспект Просвещения,18 ,6 256 410 ,15.10
ЖК «ЦДС Приневский»,"Санкт-Петербург, р-н Невский, Народный, ул. Русановская, 18к6",Новостройка,1-комн. квартира,"31,5 ",Пролетарская,10 ,6 289 417 ,15.10
ЖК «Parkolovo (Парколово)»,"Санкт-Петербург, р-н Выборгский, мкр. Парголово, Пригородный территория",Новостройка,2-комн. квартира,"41,01 ",Парнас,12 ,6 297 252 ,15.10
ЖК «Veren Next Шуваловский (Верен Некст Шуваловский)»,"Санкт-Петербург, р-н Приморский, Коломяги, Парашютная ул., 79к1",Новостройка,Студия,"27,8 ",Комендантский проспект,6 ,6 262 135 ,15.10
ЖК «ЦДС Приневский»,"Санкт-Петербург, р-н Невский, Народный, ул. Русановская, 18к8",Новостройка,1-комн. квартира,"32,9 ",Пролетарская,10 ,6 283 250 ,15.10
ЖК «ЦДС Приневский»,"Санкт-Петербург, р-н Невский, Народный, ул. Русановская, 18к8",Новостройка,1-комн. квартира,"30,8 ",Пролетарская,10 ,6 289 872 ,15.10
ЖК «Parkolovo (Парколово)»,"Санкт-Петербург, р-н Выборгский, мкр. Парголово, Пригородный территория",Новостройка,2-комн. квартира,"36,33 ",Парнас,9 ,6 285 535 ,15.10
ЖК «ЦДС Dreamline (Дримлайн)»,"Санкт-Петербург, р-н Приморский, Коломяги, ул. Плесецкая, 28к1",Новостройка,Студия,"23,2 ",Комендантский проспект,8 ,6 217 875 ,15.10
ЖК «ЦДС Dreamline (Дримлайн)»,"Санкт-Петербург, р-н Приморский, Коломяги, ЦДС Дримлайн жилой комплекс",Новостройка,Студия,"29,44 ",Комендантский проспект,6 ,6 210 575 ,13.10
ЖК «Аэросити 2»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, просп. Старорусский, 9",Новостройка,1-комн. квартира,"35,9 ",Купчино,10 ,6 282 500 ,10.10
ЖК «Аэросити 3»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Аэросити 3 жилой комплекс",Новостройка,1-комн. квартира,"36,63 ",Купчино,7 ,6 227 100 ,09.10
ЖК «Монография»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Монография жилой комплекс",Новостройка,1-комн. квартира,"39,2 ",Звездная,10 ,6 296 995 ,12.10
ЖК «Zoom на Неве (Зум на Неве)»,"Санкт-Петербург, р-н Невский, Невский, Зум на Неве жилой комплекс",Новостройка Апартаменты,1-комн. апартаменты,"36,81 ",Улица Дыбенко,5 ,6 234 859 ,09.10
ЖК «Прайм Приморский»,"Санкт-Петербург, р-н Приморский, Коломяги, Прайм Приморский жилой комплекс",Новостройка,Студия,"26,26 ",,,6 200 104 ,14.10
ЖК «Огни Залива»,"Санкт-Петербург, р-н Красносельский, Южно-Приморский, ул. Маршала Захарова, 8",Новостройка,Студия,"26,24 ",Проспект Ветеранов,10 ,6 287 000 ,02.10
ЖК «Univer City. Город возможностей»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Детскосельский территория, ш. Колпинское, 127",Новостройка,1-комн. квартира,"33,5 ",Шушары,17 ,6 200 146 ,14.10
ЖК «ПАРК-КВАРТАЛ Юнтолово»,"Санкт-Петербург, р-н Приморский, Лахта-Ольгино, ЮНТОЛОВО жилой комплекс",Новостройка,2-комн. квартира,"34,64 ",Беговая,13 ,6 252 520 ,14.10
ЖК «Цветной Город»,"Санкт-Петербург, р-н Красногвардейский, Полюстрово, ул. Чарушинская, 26к1",Новостройка,2-комн. квартира,"38,7 ",Академическая,17 ,6 219 090 ,14.10
ЖК «Прайм Приморский»,"Санкт-Петербург, р-н Приморский, Коломяги, Прайм Приморский жилой комплекс",Новостройка,Студия,"26,54 ",Комендантский проспект,7 ,6 200 115 ,14.10
ЖК «ЮгТаун. Олимпийские кварталы»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Пулковское территория",Новостройка,1-комн. квартира,"34,9 ",Звездная,13 ,6 273 720 ,13.10
ЖК «Магеллан (Гавань Капитанов)»,"Санкт-Петербург, р-н Василеостровский, Гавань, ул. Вадима Шефнера, 4",Новостройка,Студия,"28,29 ",Приморская,6 ,6 290 000 ,13.10
ЖК «ЛСР. Большая Охта»,"Санкт-Петербург, р-н Красногвардейский, Большая Охта, ЛСР Большая Охта жилой комплекс",Новостройка,Студия,"24,5 ",Новочеркасская,4 ,6 215 650 ,13.10
ЖК «Zoom Черная Речка (Зум Черная Речка)»,"Санкт-Петербург, р-н Приморский, Чёрная речка, Коломяжский просп., 4",Новостройка Апартаменты,Апартаменты-студия,"31,07 ",Черная речка,11 ,6 264 333 ,10.10
ЖК «Тайм Сквер»,"Санкт-Петербург, р-н Приморский, Юнтолово, Тайм Сквер жилой комплекс",Новостройка,Студия,"28,9 ",Комендантский проспект,10 ,6 249 837 ,12.10
ЖК «Монография»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Монография жилой комплекс",Новостройка,1-комн. квартира,"39,8 ",Звездная,10 ,6 265 503 ,12.10
ЖК «Аэросити 5»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Аэросити 5 жилой комплекс",Новостройка,2-комн. квартира,"43,27 ",Купчино,7 ,6 274 150 ,11.10
ЖК «FoRest Аквилон (Форест Аквилон)»,"Санкт-Петербург, р-н Приморский, Юнтолово, Планерная ул., 87к1",Новостройка,Студия,"29,65 ",Комендантский проспект,8 ,6 257 955 ,11.10
ЖК «Образцовый квартал 8»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Пулковское территория, ул. Образцовая, 6к1",Новостройка,1-комн. квартира,"41,9 ",Купчино,16 ,6 229 312 ,10.10
ЖК «ЛСР. Большая Охта»,"Санкт-Петербург, р-н Красногвардейский, Большая Охта, ЛСР Большая Охта жилой комплекс",Новостройка,Студия,"24,5 ",Новочеркасская,4 ,6 215 650 ,13.10
ЖК «Zoom Черная Речка (Зум Черная Речка)»,"Санкт-Петербург, р-н Приморский, Чёрная речка, Коломяжский просп., 4",Новостройка Апартаменты,Апартаменты-студия,"31,07 ",Черная речка,11 ,6 264 333 ,10.10
ЖК «Тайм Сквер»,"Санкт-Петербург, р-н Приморский, Юнтолово, Тайм Сквер жилой комплекс",Новостройка,Студия,"28,9 ",Комендантский проспект,10 ,6 249 837 ,12.10
ЖК «Монография»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Монография жилой комплекс",Новостройка,1-комн. квартира,"39,8 ",Звездная,10 ,6 265 503 ,12.10
ЖК «Аэросити 5»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Аэросити 5 жилой комплекс",Новостройка,2-комн. квартира,"43,27 ",Купчино,7 ,6 274 150 ,11.10
ЖК «FoRest Аквилон (Форест Аквилон)»,"Санкт-Петербург, р-н Приморский, Юнтолово, Планерная ул., 87к1",Новостройка,Студия,"29,65 ",Комендантский проспект,8 ,6 257 955 ,11.10
ЖК «Образцовый квартал 8»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Пулковское территория, ул. Образцовая, 6к1",Новостройка,1-комн. квартира,"41,9 ",Купчино,16 ,6 229 312 ,10.10
ЖК «Образцовый квартал 13»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Образцовый Квартал 13 жилой комплекс",Новостройка,1-комн. квартира,"42,94 ",Купчино,16 ,6 257 832 ,10.10
ЖК «Образцовый квартал 11»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, ул. Соколиная, 7к1",Новостройка,1-комн. квартира,"42,61 ",Купчино,20 ,6 221 060 ,10.10
ЖК «Образцовый квартал 7»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Пулковское территория, ул. Образцовая, 8к1",Новостройка,1-комн. квартира,42 ,Купчино,16 ,6 218 910 ,10.10
ЖК «New Time (Нью Тайм)»,"Санкт-Петербург, р-н Приморский, Юнтолово, Планерная ул., 95к1",Новостройка,Студия,"27,5 ",Комендантский проспект,9 ,6 277 964 ,06.10
ЖК «Живи! в Рыбацком»,"Санкт-Петербург, р-н Невский, Рыбацкое, Усть-Славянка территория, просп. Советский",Новостройка,1-комн. квартира,"30,93 ",,,6 250 000 ,03.10
ЖК «Огни Залива»,"Санкт-Петербург, р-н Красносельский, Южно-Приморский, ул. Маршала Захарова, 10",Новостройка,Студия,"26,24 ",Проспект Ветеранов,10 ,6 287 000 ,02.10
ЖК «GloraX Парголово (Глоракс Парголово)»,"Санкт-Петербург, р-н Выборгский, мкр. Парголово, Пригородный территория",Новостройка,1-комн. квартира,"37,37 ",Парнас,13 ,6 279 999 ,01.10
ЖК «Полис Приморский»,"Санкт-Петербург, р-н Приморский, Юнтолово, просп. Авиаконструкторов, 63",Новостройка,Студия,"25,19 ",Комендантский проспект,8 ,6 260 888 ,29.09
ЖК «Звезды Столиц»,"Санкт-Петербург, р-н Московский, Звёздное, ул. Федора Котанова, 5к2",Новостройка,Студия,"25,7 ",Звездная,13 ,6 290 075 ,06.09
ЖК «Parkolovo (Парколово)»,"Санкт-Петербург, р-н Выборгский, мкр. Парголово, Пригородный территория",Новостройка,2-комн. квартира,"41,5 ",Парнас,12 ,6 315 412 ,15.10
ЖК «Parkolovo (Парколово)»,"Санкт-Петербург, р-н Выборгский, мкр. Парголово, Пригородный территория",Новостройка,2-комн. квартира,"43,09 ",Парнас,13 ,6 331 373 ,15.10
ЖК «UP-квартал Новый Московский»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Ап-квартал Новый Московский жилой комплекс",Новостройка,2-комн. квартира,"50,58 ",Шушары,16 ,6 307 073 ,12.10
ЖК «YE'S Leader»,"Санкт-Петербург, р-н Московский, Новоизмайловское",Новостройка Апартаменты,Апартаменты-студия,"26,37 ",Московская,12 ,6 328 800 ,09.10
ЖК «Аквилон ZALIVE (Аквилон ЗАЛИВ)»,"Санкт-Петербург, р-н Василеостровский, Гавань, Аквилон Залив жилой комплекс",Новостройка,Студия,"24,95 ",Приморская,15 ,6 300 099 ,11.10
ЖК «Аквилон ZALIVE (Аквилон ЗАЛИВ)»,"Санкт-Петербург, р-н Василеостровский, Гавань, Аквилон Залив жилой комплекс",Новостройка,Студия,"25,83 ",Приморская,13 ,6 331 349 ,11.10
ЖК «Pulse Premier (Пульс Премьер)»,"Санкт-Петербург, р-н Невский, Невский, Дальневосточный просп., 19к1",Новостройка,Студия,"25,82 ",Проспект Большевиков,6 ,6 300 105 ,13.10
ЖК «Pulse Premier (Пульс Премьер)»,"Санкт-Петербург, р-н Невский, Невский, Дальневосточный просп., 19к1",Новостройка,Студия,"26,86 ",Проспект Большевиков,6 ,6 300 214 ,14.10
ЖК «Парадный ансамбль»,"Санкт-Петербург, р-н Московский, Пулковский меридиан, Парадный ансамбль жилой комплекс",Новостройка,1-комн. квартира,"32,7 ",Шушары,15 ,6 300 153 ,14.10
ЖК «Univer City. Город возможностей»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Детскосельский территория, ш. Колпинское, 127",Новостройка,1-комн. квартира,"34,9 ",Шушары,17 ,6 300 252 ,14.10
ЖК «Univer City. Город возможностей»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Детскосельский территория, ш. Колпинское, 129",Новостройка,1-комн. квартира,"32,75 ",Шушары,17 ,6 300 210 ,14.10
ЖК «Pulse Premier (Пульс Премьер)»,"Санкт-Петербург, р-н Невский, Невский, Дальневосточный просп., 19к1",Новостройка,Студия,"25,41 ",Проспект Большевиков,6 ,6 300 000 ,13.10
ЖК «Тайм Сквер»,"Санкт-Петербург, р-н Приморский, Юнтолово, Тайм Сквер жилой комплекс",Новостройка,Студия,"27,7 ",Комендантский проспект,10 ,6 305 337 ,12.10
ЖК «Образцовый квартал 13»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Образцовый Квартал 13 жилой комплекс",Новостройка,1-комн. квартира,"40,54 ",Купчино,16 ,6 303 136 ,10.10
ЖК «IN2IT (Апартаменты Интуит)»,"Санкт-Петербург, р-н Московский, Гагаринское, Витебский просп., 99к1",Новостройка Апартаменты,Апартаменты-студия,"27,22 ",Купчино,3 ,6 339 439 ,09.10
ЖК «Звезды Столиц»,"Санкт-Петербург, р-н Московский, Звёздное, Московское ш., 13ВГ",Новостройка,Студия,"25,8 ",Звездная,18 ,6 314 550 ,06.09
ЖК «Курортный Квартал»,"Санкт-Петербург, р-н Курортный, мкр. Песочный, Курортный квартал жилой комплекс",Новостройка,2-комн. квартира,"33,25 ",Проспект Просвещения,18 ,6 380 598 ,15.10
ЖК «Parkolovo (Парколово)»,"Санкт-Петербург, р-н Выборгский, мкр. Парголово, дор. Михайловская, 14к1",Новостройка,1-комн. квартира,"35,1 ",Парнас,11 ,6 382 777 ,15.10
ЖК «Parkolovo (Парколово)»,"Санкт-Петербург, р-н Выборгский, мкр. Парголово, дор. Михайловская, 14к1",Новостройка,1-комн. квартира,"33,8 ",Парнас,11 ,6 382 985 ,15.10
ЖК «Parkolovo (Парколово)»,"Санкт-Петербург, р-н Выборгский, мкр. Парголово, дор. Михайловская, 14к1",Новостройка,2-комн. квартира,"37,3 ",Парнас,11 ,6 396 745 ,15.10
ЖК «Zoom на Неве (Зум на Неве)»,"Санкт-Петербург, р-н Невский, Невский, Зум на Неве жилой комплекс",Новостройка Апартаменты,1-комн. апартаменты,"43,43 ",Елизаровская,17 ,6 358 694 ,09.10
ЖК «YE'S Leader»,"Санкт-Петербург, р-н Московский, Новоизмайловское",Новостройка Апартаменты,Апартаменты-студия,"27,93 ",Московская,12 ,6 368 040 ,09.10
ЖК «Парадный ансамбль»,"Санкт-Петербург, р-н Московский, Пулковский меридиан, Парадный ансамбль жилой комплекс",Новостройка,1-комн. квартира,"34,8 ",Шушары,15 ,6 350 293 ,14.10
ЖК «Парадный ансамбль»,"Санкт-Петербург, р-н Московский, Пулковский меридиан, Пулковское ш., 99к6",Новостройка,1-комн. квартира,"34,9 ",Шушары,16 ,6 350 178 ,14.10
ЖК «UP-квартал Новый Московский»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Ап-квартал Новый Московский жилой комплекс",Новостройка,2-комн. квартира,"52,05 ",Шушары,16 ,6 357 647 ,12.10
ЖК «Аэросити 3»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Аэросити 3 жилой комплекс",Новостройка,1-комн. квартира,"37,54 ",Купчино,7 ,6 381 800 ,10.10
ЖК «YE'S Leader»,"Санкт-Петербург, р-н Московский, Новоизмайловское",Новостройка Апартаменты,Апартаменты-студия,"28,52 ",Московская,12 ,6 388 480 ,09.10
ЖК «Granholm Village (Гранхолм Вилладж)»,"Санкт-Петербург, р-н Курортный, мкр. Зеленогорск, ул. Строителей, 3к1",Новостройка,1-комн. квартира,"41,2 ",,,6 386 000 ,11.09
ЖК «Ladozhsky AVENIR (Ладожский АВЕНИР)»,"Санкт-Петербург, р-н Красногвардейский, Большая Охта, Магнитогорская ул., 51",Новостройка Апартаменты,Апартаменты-студия,"31,15 ",,,6 449 924 ,15.10
ЖК «Курортный Квартал»,"Санкт-Петербург, р-н Курортный, мкр. Песочный, Курортный квартал жилой комплекс",Новостройка,2-комн. квартира,"35,81 ",Проспект Просвещения,18 ,6 427 435 ,15.10
ЖК «Курортный Квартал»,"Санкт-Петербург, р-н Курортный, мкр. Песочный, Курортный квартал жилой комплекс, 6",Новостройка,2-комн. квартира,38 ,Парнас,23 ,6 485 972 ,15.10
ЖК «Parkolovo (Парколово)»,"Санкт-Петербург, р-н Выборгский, мкр. Парголово, дор. Михайловская, 14к1",Новостройка,1-комн. квартира,"35,7 ",Парнас,11 ,6 470 516 ,15.10
ЖК «ЦДС Dreamline (Дримлайн)»,"Санкт-Петербург, р-н Приморский, Коломяги, ЦДС Дримлайн жилой комплекс",Новостройка,Студия,"30,8 ",Комендантский проспект,7 ,6 474 564 ,15.10
ЖК «ЦДС Dreamline (Дримлайн)»,"Санкт-Петербург, р-н Приморский, Коломяги, ул. Плесецкая, 26",Новостройка,Студия,"22,9 ",Комендантский проспект,6 ,6 495 079 ,15.10
ЖК «Аквилон ZALIVE (Аквилон ЗАЛИВ)»,"Санкт-Петербург, р-н Василеостровский, Гавань, Аквилон Залив жилой комплекс",Новостройка,Студия,"27,91 ",Приморская,15 ,6 499 402 ,11.10
ЖК «Аквилон ZALIVE (Аквилон ЗАЛИВ)»,"Санкт-Петербург, р-н Василеостровский, Гавань, Аквилон Залив жилой комплекс",Новостройка,Студия,"28,74 ",Приморская,13 ,6 498 812 ,11.10
ЖК «Аквилон ZALIVE (Аквилон ЗАЛИВ)»,"Санкт-Петербург, р-н Василеостровский, Гавань, Аквилон Залив жилой комплекс",Новостройка,Студия,"26,55 ",Приморская,15 ,6 499 748 ,11.10
ЖК «Огни Залива»,"Санкт-Петербург, р-н Красносельский, Южно-Приморский, ул. Маршала Захарова, 8",Новостройка,Студия,"27,96 ",Проспект Ветеранов,10 ,6 416 000 ,02.10
ЖК «Аэронавт»,"Санкт-Петербург, р-н Фрунзенский, Волковское, Аэронавт жилой комплекс, 4",Новостройка,Студия,"22,1 ",Волковская,8 ,6 463 255 ,15.10
ЖК «Univer City. Город возможностей»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Универ Сити жилой комплекс",Новостройка,1-комн. квартира,"35,61 ",Шушары,18 ,6 400 274 ,14.10
ЖК «ПАРК-КВАРТАЛ Юнтолово»,"Санкт-Петербург, р-н Приморский, Лахта-Ольгино, просп. Юнтоловский",Новостройка,2-комн. квартира,"36,28 ",Беговая,13 ,6 483 236 ,14.10
ЖК «ЮгТаун. Олимпийские кварталы»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Пулковское территория",Новостройка,1-комн. квартира,"38,25 ",Звездная,13 ,6 479 950 ,13.10
